"loanid","readerid","bookid","loandate","duedate","daysoverdue"
87417,7909,12381,"2024-11-11","2024-12-09",14
81894,7720,65028,"2024-11-11","2024-12-09",14
67316,27996,40834,"2024-11-11","2024-12-09",14
96891,24568,15378,"2024-11-11","2024-12-09",14
60521,15285,44570,"2024-11-11","2024-12-09",14
61332,19551,51530,"2024-11-11","2024-12-09",14
60080,7994,96880,"2024-11-11","2024-12-09",14
87428,26639,96669,"2024-11-11","2024-12-09",14
62306,11804,29002,"2024-11-11","2024-12-09",14
65155,2969,869,"2024-11-11","2024-12-09",14
65424,3741,65517,"2024-11-11","2024-12-09",14
65419,27013,61454,"2024-11-11","2024-12-09",14
61344,26400,20163,"2024-11-11","2024-12-09",14
67254,39,95484,"2024-11-11","2024-12-09",14
67246,31941,38314,"2024-11-11","2024-12-09",14
67245,19740,2894,"2024-11-11","2024-12-09",14
60118,21520,39889,"2024-11-11","2024-12-09",14
65158,11338,63639,"2024-11-11","2024-12-09",14
90655,10539,66168,"2024-11-11","2024-12-09",14
67236,5313,37944,"2024-11-11","2024-12-09",14
83865,32426,1628,"2024-11-11","2024-12-09",14
87429,11825,95597,"2024-11-11","2024-12-09",14
65397,9715,64105,"2024-11-11","2024-12-09",14
83882,16073,87936,"2024-11-11","2024-12-09",14
83893,25051,12018,"2024-11-11","2024-12-09",14
97916,3138,39996,"2024-11-11","2024-12-09",14
61383,13416,44537,"2024-11-11","2024-12-09",14
96886,27204,46365,"2024-11-11","2024-12-09",14
93750,12096,16030,"2024-11-11","2024-12-09",14
99980,6722,98892,"2024-11-11","2024-12-09",14
90666,30052,81989,"2024-11-11","2024-12-09",14
67011,32349,42921,"2024-11-11","2024-12-09",14
94581,16416,33214,"2024-11-11","2024-12-09",14
96885,4647,68794,"2024-11-11","2024-12-09",14
99968,13346,8,"2024-11-11","2024-12-09",14
83956,19963,44240,"2024-11-11","2024-12-09",14
99957,31312,17417,"2024-11-11","2024-12-09",14
66971,20190,88426,"2024-11-11","2024-12-09",14
66968,8933,17569,"2024-11-11","2024-12-09",14
66963,977,26351,"2024-11-11","2024-12-09",14
83961,7703,23977,"2024-11-11","2024-12-09",14
87975,18781,36898,"2024-11-11","2024-12-09",14
83970,3788,13628,"2024-11-11","2024-12-09",14
57585,13975,50265,"2024-11-11","2024-12-09",14
83982,17759,65724,"2024-11-11","2024-12-09",14
62685,168,61565,"2024-11-11","2024-12-09",14
96883,10566,3169,"2024-11-11","2024-12-09",14
99928,15832,34106,"2024-11-11","2024-12-09",14
97656,976,79468,"2024-11-11","2024-12-09",14
84002,19051,6339,"2024-11-11","2024-12-09",14
66908,14825,97722,"2024-11-11","2024-12-09",14
87439,22176,82936,"2024-11-11","2024-12-09",14
61402,4554,10944,"2024-11-11","2024-12-09",14
66894,13241,64339,"2024-11-11","2024-12-09",14
60386,9936,77841,"2024-11-11","2024-12-09",14
62749,27816,93467,"2024-11-11","2024-12-09",14
62982,3939,18813,"2024-11-11","2024-12-09",14
66069,26328,77146,"2024-11-11","2024-12-09",14
99456,10474,30789,"2024-11-11","2024-12-09",14
93829,16128,14025,"2024-11-11","2024-12-09",14
64983,11085,24103,"2024-11-11","2024-12-09",14
65972,7341,18546,"2024-11-11","2024-12-09",14
99882,16488,5112,"2024-11-11","2024-12-09",14
88770,24103,39179,"2024-11-11","2024-12-09",14
99877,1637,84646,"2024-11-11","2024-12-09",14
87628,16994,22308,"2024-11-11","2024-12-09",14
66802,28415,37622,"2024-11-11","2024-12-09",14
90685,16795,14591,"2024-11-11","2024-12-09",14
96171,16188,83802,"2024-11-11","2024-12-09",14
64965,9624,28414,"2024-11-11","2024-12-09",14
88338,11595,87787,"2024-11-11","2024-12-09",14
64962,1891,94632,"2024-11-11","2024-12-09",14
64960,18013,71591,"2024-11-11","2024-12-09",14
99854,13112,42893,"2024-11-11","2024-12-09",14
84146,29811,80306,"2024-11-11","2024-12-09",14
66764,17470,35402,"2024-11-11","2024-12-09",14
61408,13700,11335,"2024-11-11","2024-12-09",14
89482,33025,5363,"2024-11-11","2024-12-09",14
84160,15980,67398,"2024-11-11","2024-12-09",14
57814,31713,14113,"2024-11-11","2024-12-09",14
91656,13360,69194,"2024-11-11","2024-12-09",14
66747,20931,55454,"2024-11-11","2024-12-09",14
87581,170,70053,"2024-11-11","2024-12-09",14
84335,29937,26635,"2024-11-11","2024-12-09",14
64909,31440,52283,"2024-11-11","2024-12-09",14
60493,28793,98184,"2024-11-11","2024-12-09",14
93507,16026,45495,"2024-11-11","2024-12-09",14
61424,9607,91004,"2024-11-11","2024-12-09",14
66527,20572,37418,"2024-11-11","2024-12-09",14
84392,21208,12057,"2024-11-11","2024-12-09",14
66525,14877,622,"2024-11-11","2024-12-09",14
66522,27548,95023,"2024-11-11","2024-12-09",14
91645,18924,18098,"2024-11-11","2024-12-09",14
66514,12635,53712,"2024-11-11","2024-12-09",14
99471,14327,48878,"2024-11-11","2024-12-09",14
64891,7743,19618,"2024-11-11","2024-12-09",14
99468,27156,78005,"2024-11-11","2024-12-09",14
64888,31907,21908,"2024-11-11","2024-12-09",14
87677,1261,15162,"2024-11-11","2024-12-09",14
87678,6704,95166,"2024-11-11","2024-12-09",14
92343,17784,31226,"2024-11-11","2024-12-09",14
92736,12637,53695,"2024-11-11","2024-12-09",14
99466,12935,80971,"2024-11-11","2024-12-09",14
64879,4616,61272,"2024-11-11","2024-12-09",14
92723,20453,278,"2024-11-11","2024-12-09",14
99466,12935,80971,"2024-11-11","2024-12-09",14
92699,20068,62998,"2024-11-11","2024-12-09",14
99456,10474,30789,"2024-11-11","2024-12-09",14
84422,11431,84172,"2024-11-11","2024-12-09",14
99468,27156,78005,"2024-11-11","2024-12-09",14
99443,3172,77523,"2024-11-11","2024-12-09",14
92681,3853,99095,"2024-11-11","2024-12-09",14
92675,22931,4324,"2024-11-11","2024-12-09",14
92672,21618,36687,"2024-11-11","2024-12-09",14
89448,19331,4239,"2024-11-11","2024-12-09",14
95182,13139,63979,"2024-11-11","2024-12-09",14
99471,14327,48878,"2024-11-11","2024-12-09",14
64371,13862,66895,"2024-11-11","2024-12-09",14
92655,3223,85992,"2024-11-11","2024-12-09",14
92648,14543,98061,"2024-11-11","2024-12-09",14
92396,32907,70072,"2024-11-11","2024-12-09",14
84652,155,68699,"2024-11-11","2024-12-09",14
92476,242,90327,"2024-11-11","2024-12-09",14
87695,1138,93623,"2024-11-11","2024-12-09",14
84668,7019,78634,"2024-11-11","2024-12-09",14
92413,3699,30025,"2024-11-11","2024-12-09",14
89437,17128,4082,"2024-11-11","2024-12-09",14
84670,26707,42212,"2024-11-11","2024-12-09",14
87697,32488,91198,"2024-11-11","2024-12-09",14
92418,776,26754,"2024-11-11","2024-12-09",14
92419,26193,3232,"2024-11-11","2024-12-09",14
84678,6405,19772,"2024-11-11","2024-12-09",14
92419,26193,3232,"2024-11-11","2024-12-09",14
92418,776,26754,"2024-11-11","2024-12-09",14
92413,3699,30025,"2024-11-11","2024-12-09",14
99391,6148,74597,"2024-11-11","2024-12-09",14
91998,23141,41085,"2024-11-11","2024-12-09",14
99384,11296,18749,"2024-11-11","2024-12-09",14
99553,6904,71314,"2024-11-11","2024-12-09",14
92396,32907,70072,"2024-11-11","2024-12-09",14
84726,10607,51332,"2024-11-11","2024-12-09",14
84740,3712,59868,"2024-11-11","2024-12-09",14
89409,22533,35973,"2024-11-11","2024-12-09",14
84744,19348,13670,"2024-11-11","2024-12-09",14
63402,16542,17623,"2024-11-11","2024-12-09",14
86258,32810,52440,"2024-11-11","2024-12-09",14
92343,17784,31226,"2024-11-11","2024-12-09",14
65397,9715,64105,"2024-11-11","2024-12-09",14
61490,585,53473,"2024-11-11","2024-12-09",14
94338,3189,52657,"2024-11-11","2024-12-09",14
92163,1497,15732,"2024-11-11","2024-12-09",14
92648,14543,98061,"2024-11-11","2024-12-09",14
92655,3223,85992,"2024-11-11","2024-12-09",14
63411,7681,60075,"2024-11-11","2024-12-09",14
91985,26279,59987,"2024-11-11","2024-12-09",14
90723,12493,23940,"2024-11-11","2024-12-09",14
92820,13143,11454,"2024-11-11","2024-12-09",14
96671,26833,47429,"2024-11-11","2024-12-09",14
64862,5540,84962,"2024-11-11","2024-12-09",14
90724,8699,55444,"2024-11-11","2024-12-09",14
84980,16033,74921,"2024-11-11","2024-12-09",14
61732,33021,82670,"2024-11-11","2024-12-09",14
92672,21618,36687,"2024-11-11","2024-12-09",14
92675,22931,4324,"2024-11-11","2024-12-09",14
94333,28164,64437,"2024-11-11","2024-12-09",14
66470,12918,23169,"2024-11-11","2024-12-09",14
87718,984,40027,"2024-11-11","2024-12-09",14
92681,3853,99095,"2024-11-11","2024-12-09",14
90732,25738,64328,"2024-11-11","2024-12-09",14
98980,18069,41839,"2024-11-11","2024-12-09",14
98978,12118,58130,"2024-11-11","2024-12-09",14
93903,31928,73825,"2024-11-11","2024-12-09",14
92699,20068,62998,"2024-11-11","2024-12-09",14
87720,29318,47658,"2024-11-11","2024-12-09",14
98974,14078,88490,"2024-11-11","2024-12-09",14
89395,25169,74688,"2024-11-11","2024-12-09",14
93544,20204,31146,"2024-11-11","2024-12-09",14
98967,10872,34778,"2024-11-11","2024-12-09",14
65977,24759,5514,"2024-11-11","2024-12-09",14
65419,27013,61454,"2024-11-11","2024-12-09",14
92723,20453,278,"2024-11-11","2024-12-09",14
98954,20541,61691,"2024-11-11","2024-12-09",14
91979,12852,79541,"2024-11-11","2024-12-09",14
98953,7088,92961,"2024-11-11","2024-12-09",14
92736,12637,53695,"2024-11-11","2024-12-09",14
92039,32402,22214,"2024-11-11","2024-12-09",14
66443,30388,50670,"2024-11-11","2024-12-09",14
87749,27759,73844,"2024-11-11","2024-12-09",14
88387,15233,55586,"2024-11-11","2024-12-09",14
65424,3741,65517,"2024-11-11","2024-12-09",14
90745,27686,25346,"2024-11-11","2024-12-09",14
66241,23693,83221,"2024-11-11","2024-12-09",14
85260,1842,60447,"2024-11-11","2024-12-09",14
91631,20312,90512,"2024-11-11","2024-12-09",14
85093,15745,63536,"2024-11-11","2024-12-09",14
66230,439,39762,"2024-11-11","2024-12-09",14
98750,20950,99770,"2024-11-11","2024-12-09",14
98749,2758,32272,"2024-11-11","2024-12-09",14
62800,11252,41627,"2024-11-11","2024-12-09",14
98746,8,733,"2024-11-11","2024-12-09",14
91813,30357,43852,"2024-11-11","2024-12-09",14
85121,10886,69278,"2024-11-11","2024-12-09",14
91064,12889,30040,"2024-11-11","2024-12-09",14
85135,6031,22510,"2024-11-11","2024-12-09",14
98722,32220,36911,"2024-11-11","2024-12-09",14
91217,2896,54539,"2024-11-11","2024-12-09",14
85157,29346,48739,"2024-11-11","2024-12-09",14
88393,1368,24031,"2024-11-11","2024-12-09",14
98719,18297,18958,"2024-11-11","2024-12-09",14
98716,16995,2052,"2024-11-11","2024-12-09",14
91772,14372,17749,"2024-11-11","2024-12-09",14
85170,4685,70395,"2024-11-11","2024-12-09",14
99646,24828,19906,"2024-11-11","2024-12-09",14
91066,29008,59827,"2024-11-11","2024-12-09",14
85189,32106,63906,"2024-11-11","2024-12-09",14
85191,11065,7545,"2024-11-11","2024-12-09",14
91763,19611,32134,"2024-11-11","2024-12-09",14
91761,22171,42533,"2024-11-11","2024-12-09",14
66222,26706,8596,"2024-11-11","2024-12-09",14
91757,10964,44403,"2024-11-11","2024-12-09",14
91740,13526,62250,"2024-11-11","2024-12-09",14
85212,23873,57795,"2024-11-11","2024-12-09",14
85224,14802,40037,"2024-11-11","2024-12-09",14
92865,14417,94100,"2024-11-11","2024-12-09",14
91628,31239,48053,"2024-11-11","2024-12-09",14
91725,17029,69359,"2024-11-11","2024-12-09",14
89183,24145,82549,"2024-11-11","2024-12-09",14
98679,15789,88043,"2024-11-11","2024-12-09",14
91718,22931,35832,"2024-11-11","2024-12-09",14
85260,1842,60447,"2024-11-11","2024-12-09",14
86736,12919,74898,"2024-11-11","2024-12-09",14
85382,22298,73045,"2024-11-11","2024-12-09",14
66215,2873,52114,"2024-11-11","2024-12-09",14
63911,28489,10140,"2024-11-11","2024-12-09",14
89172,32540,33842,"2024-11-11","2024-12-09",14
92888,20641,46333,"2024-11-11","2024-12-09",14
98659,5513,22950,"2024-11-11","2024-12-09",14
95761,19190,32257,"2024-11-11","2024-12-09",14
92889,26529,29788,"2024-11-11","2024-12-09",14
93190,26949,66257,"2024-11-11","2024-12-09",14
64499,17503,47006,"2024-11-11","2024-12-09",14
91656,13360,69194,"2024-11-11","2024-12-09",14
96630,30095,25127,"2024-11-11","2024-12-09",14
91645,18924,18098,"2024-11-11","2024-12-09",14
91631,20312,90512,"2024-11-11","2024-12-09",14
91628,31239,48053,"2024-11-11","2024-12-09",14
87983,17761,63332,"2024-11-11","2024-12-09",14
66209,25247,20649,"2024-11-11","2024-12-09",14
98641,7805,72733,"2024-11-11","2024-12-09",14
98640,14331,64604,"2024-11-11","2024-12-09",14
92905,8508,11120,"2024-11-11","2024-12-09",14
91621,18478,92993,"2024-11-11","2024-12-09",14
95250,20510,40541,"2024-11-11","2024-12-09",14
91613,23209,42633,"2024-11-11","2024-12-09",14
91609,25295,50407,"2024-11-11","2024-12-09",14
88397,32302,65239,"2024-11-11","2024-12-09",14
85502,20516,92970,"2024-11-11","2024-12-09",14
98623,8143,53812,"2024-11-11","2024-12-09",14
95724,17449,53801,"2024-11-11","2024-12-09",14
99637,21186,6085,"2024-11-11","2024-12-09",14
58272,15917,29145,"2024-11-11","2024-12-09",14
96149,23155,46131,"2024-11-11","2024-12-09",14
91575,13537,7770,"2024-11-11","2024-12-09",14
86233,1724,69467,"2024-11-11","2024-12-09",14
65664,23510,13255,"2024-11-11","2024-12-09",14
91547,30440,97172,"2024-11-11","2024-12-09",14
86350,23680,94790,"2024-11-11","2024-12-09",14
87588,32872,51876,"2024-11-11","2024-12-09",14
88472,9693,2370,"2024-11-11","2024-12-09",14
89160,25767,69956,"2024-11-11","2024-12-09",14
93257,5379,73895,"2024-11-11","2024-12-09",14
98615,14489,13028,"2024-11-11","2024-12-09",14
64489,23851,72647,"2024-11-11","2024-12-09",14
85555,8703,80145,"2024-11-11","2024-12-09",14
94240,3718,5695,"2024-11-11","2024-12-09",14
92922,17725,79553,"2024-11-11","2024-12-09",14
91358,21506,22605,"2024-11-11","2024-12-09",14
91933,8432,50520,"2024-11-11","2024-12-09",14
92923,12181,52818,"2024-11-11","2024-12-09",14
98280,25131,5689,"2024-11-11","2024-12-09",14
89139,16495,68975,"2024-11-11","2024-12-09",14
94229,28825,23018,"2024-11-11","2024-12-09",14
91345,17319,19759,"2024-11-11","2024-12-09",14
91339,6518,35139,"2024-11-11","2024-12-09",14
91922,12929,56113,"2024-11-11","2024-12-09",14
85362,4952,49219,"2024-11-11","2024-12-09",14
91297,27907,67107,"2024-11-11","2024-12-09",14
91295,23369,60569,"2024-11-11","2024-12-09",14
98258,5099,86859,"2024-11-11","2024-12-09",14
63926,5851,67185,"2024-11-11","2024-12-09",14
91090,18268,15180,"2024-11-11","2024-12-09",14
87952,5977,88832,"2024-11-11","2024-12-09",14
91282,12692,40875,"2024-11-11","2024-12-09",14
63927,11492,96263,"2024-11-11","2024-12-09",14
99666,23758,58204,"2024-11-11","2024-12-09",14
96612,11138,99584,"2024-11-11","2024-12-09",14
93648,24984,16953,"2024-11-11","2024-12-09",14
98246,14944,62962,"2024-11-11","2024-12-09",14
98242,23260,95691,"2024-11-11","2024-12-09",14
91918,15568,40332,"2024-11-11","2024-12-09",14
91260,12960,8980,"2024-11-11","2024-12-09",14
98227,21436,66239,"2024-11-11","2024-12-09",14
94218,3729,42222,"2024-11-11","2024-12-09",14
63931,22868,65568,"2024-11-11","2024-12-09",14
88415,4872,52835,"2024-11-11","2024-12-09",14
88424,6215,3517,"2024-11-11","2024-12-09",14
91066,29008,59827,"2024-11-11","2024-12-09",14
91064,12889,30040,"2024-11-11","2024-12-09",14
85857,3155,71738,"2024-11-11","2024-12-09",14
93672,11301,1904,"2024-11-11","2024-12-09",14
73749,11457,98653,"2024-11-11","2024-12-09",14
88525,1095,32611,"2024-11-11","2024-12-09",14
61838,25242,43155,"2024-11-11","2024-12-09",14
98207,17762,27652,"2024-11-11","2024-12-09",14
74878,18012,1081,"2024-11-11","2024-12-09",14
75088,4753,24782,"2024-11-11","2024-12-09",14
73739,31831,85712,"2024-11-11","2024-12-09",14
75123,26961,48411,"2024-11-11","2024-12-09",14
96386,10911,90140,"2024-11-11","2024-12-09",14
96383,20897,63817,"2024-11-11","2024-12-09",14
74850,3955,50667,"2024-11-11","2024-12-09",14
75129,28056,2151,"2024-11-11","2024-12-09",14
74117,21808,86447,"2024-11-11","2024-12-09",14
74828,29680,75928,"2024-11-11","2024-12-09",14
74822,18821,86867,"2024-11-11","2024-12-09",14
86049,21746,929,"2024-11-11","2024-12-09",14
98246,14944,62962,"2024-11-11","2024-12-09",14
64396,4173,87428,"2024-11-11","2024-12-09",14
62247,4317,28603,"2024-11-11","2024-12-09",14
73683,24017,48062,"2024-11-11","2024-12-09",14
74784,20685,21981,"2024-11-11","2024-12-09",14
75190,9600,64458,"2024-11-11","2024-12-09",14
61849,23258,36783,"2024-11-11","2024-12-09",14
74149,13361,52883,"2024-11-11","2024-12-09",14
75382,32521,32611,"2024-11-11","2024-12-09",14
91038,29229,90149,"2024-11-11","2024-12-09",14
74155,30065,57417,"2024-11-11","2024-12-09",14
96372,23370,52200,"2024-11-11","2024-12-09",14
54056,16437,95210,"2024-11-11","2024-12-09",14
74186,21261,3953,"2024-11-11","2024-12-09",14
98886,9761,20152,"2024-11-11","2024-12-09",14
73664,1812,96676,"2024-11-11","2024-12-09",14
84146,29811,80306,"2024-11-11","2024-12-09",14
73648,12637,67235,"2024-11-11","2024-12-09",14
74728,4141,711,"2024-11-11","2024-12-09",14
64170,22037,14386,"2024-11-11","2024-12-09",14
96368,20550,44605,"2024-11-11","2024-12-09",14
61821,32087,37307,"2024-11-11","2024-12-09",14
75480,25392,11053,"2024-11-11","2024-12-09",14
64171,17224,35180,"2024-11-11","2024-12-09",14
86057,30124,71722,"2024-11-11","2024-12-09",14
91030,25623,95558,"2024-11-11","2024-12-09",14
87962,13757,71814,"2024-11-11","2024-12-09",14
74691,31464,44808,"2024-11-11","2024-12-09",14
96418,19630,96991,"2024-11-11","2024-12-09",14
74228,15968,19553,"2024-11-11","2024-12-09",14
74674,3400,62560,"2024-11-11","2024-12-09",14
61816,8165,15893,"2024-11-11","2024-12-09",14
75521,16027,42385,"2024-11-11","2024-12-09",14
74247,1753,69046,"2024-11-11","2024-12-09",14
74261,10343,19614,"2024-11-11","2024-12-09",14
93698,26248,61531,"2024-11-11","2024-12-09",14
73430,8367,14797,"2024-11-11","2024-12-09",14
75703,31664,27122,"2024-11-11","2024-12-09",14
75711,19089,39319,"2024-11-11","2024-12-09",14
75712,32367,32872,"2024-11-11","2024-12-09",14
86243,8110,60756,"2024-11-11","2024-12-09",14
62177,8872,56065,"2024-11-11","2024-12-09",14
74626,21981,1985,"2024-11-11","2024-12-09",14
98866,10495,52555,"2024-11-11","2024-12-09",14
88875,7375,99250,"2024-11-11","2024-12-09",14
53508,13190,79731,"2024-11-11","2024-12-09",14
98186,322,97693,"2024-11-11","2024-12-09",14
75754,18015,21049,"2024-11-11","2024-12-09",14
74595,25256,15465,"2024-11-11","2024-12-09",14
74784,20685,21981,"2024-11-11","2024-12-09",14
75791,22950,93679,"2024-11-11","2024-12-09",14
75798,9396,30273,"2024-11-11","2024-12-09",14
74412,24740,6958,"2024-11-11","2024-12-09",14
73395,33174,63564,"2024-11-11","2024-12-09",14
96325,9481,84350,"2024-11-11","2024-12-09",14
74409,28741,22477,"2024-11-11","2024-12-09",14
59960,13976,48099,"2024-11-11","2024-12-09",14
59000,1473,57406,"2024-11-11","2024-12-09",14
74386,1247,37557,"2024-11-11","2024-12-09",14
98258,5099,86859,"2024-11-11","2024-12-09",14
74348,2822,34956,"2024-11-11","2024-12-09",14
74822,18821,86867,"2024-11-11","2024-12-09",14
75836,31517,45992,"2024-11-11","2024-12-09",14
86076,17859,55824,"2024-11-11","2024-12-09",14
74828,29680,75928,"2024-11-11","2024-12-09",14
63893,25233,66009,"2024-11-11","2024-12-09",14
75850,31912,64609,"2024-11-11","2024-12-09",14
75866,29022,20350,"2024-11-11","2024-12-09",14
73353,29422,33074,"2024-11-11","2024-12-09",14
75868,32670,43776,"2024-11-11","2024-12-09",14
74850,3955,50667,"2024-11-11","2024-12-09",14
93723,20302,80029,"2024-11-11","2024-12-09",14
75884,21752,48052,"2024-11-11","2024-12-09",14
64024,15386,43140,"2024-11-11","2024-12-09",14
74280,27468,30254,"2024-11-11","2024-12-09",14
61790,8757,51374,"2024-11-11","2024-12-09",14
74272,10578,4858,"2024-11-11","2024-12-09",14
87263,19073,18177,"2024-11-11","2024-12-09",14
75909,3437,20222,"2024-11-11","2024-12-09",14
74878,18012,1081,"2024-11-11","2024-12-09",14
62196,23328,78990,"2024-11-11","2024-12-09",14
72848,27912,10214,"2024-11-11","2024-12-09",14
74097,6642,8505,"2024-11-11","2024-12-09",14
62197,33111,85062,"2024-11-11","2024-12-09",14
88472,9693,2370,"2024-11-11","2024-12-09",14
72843,7502,50602,"2024-11-11","2024-12-09",14
88894,19141,62419,"2024-11-11","2024-12-09",14
75942,32724,80485,"2024-11-11","2024-12-09",14
91621,18478,92993,"2024-11-11","2024-12-09",14
74901,19368,82965,"2024-11-11","2024-12-09",14
99621,2750,91638,"2024-11-11","2024-12-09",14
87975,18781,36898,"2024-11-11","2024-12-09",14
74085,31583,25615,"2024-11-11","2024-12-09",14
74082,26206,79685,"2024-11-11","2024-12-09",14
74069,30755,27227,"2024-11-11","2024-12-09",14
75955,22612,52732,"2024-11-11","2024-12-09",14
64028,27346,15510,"2024-11-11","2024-12-09",14
72822,8339,55895,"2024-11-11","2024-12-09",14
81933,28447,87178,"2024-11-11","2024-12-09",14
72820,444,58122,"2024-11-11","2024-12-09",14
72818,2327,12565,"2024-11-11","2024-12-09",14
74053,2667,27858,"2024-11-11","2024-12-09",14
75979,7544,43451,"2024-11-11","2024-12-09",14
75988,3540,10212,"2024-11-11","2024-12-09",14
74038,21099,41106,"2024-11-11","2024-12-09",14
66163,11516,88562,"2024-11-11","2024-12-09",14
75989,28116,82927,"2024-11-11","2024-12-09",14
61784,2601,75759,"2024-11-11","2024-12-09",14
75997,21377,9944,"2024-11-11","2024-12-09",14
74028,29632,36025,"2024-11-11","2024-12-09",14
76155,25536,10889,"2024-11-11","2024-12-09",14
76163,8885,76380,"2024-11-11","2024-12-09",14
98168,27303,63147,"2024-11-11","2024-12-09",14
88917,6953,62952,"2024-11-11","2024-12-09",14
76190,31326,25946,"2024-11-11","2024-12-09",14
84505,8150,68509,"2024-11-11","2024-12-09",14
76222,27670,14535,"2024-11-11","2024-12-09",14
74972,19885,22972,"2024-11-11","2024-12-09",14
74973,20418,64545,"2024-11-11","2024-12-09",14
74992,6922,82608,"2024-11-11","2024-12-09",14
74995,21722,33883,"2024-11-11","2024-12-09",14
76234,14011,42140,"2024-11-11","2024-12-09",14
60219,26985,86605,"2024-11-11","2024-12-09",14
75006,24237,24736,"2024-11-11","2024-12-09",14
96053,28551,49833,"2024-11-11","2024-12-09",14
81936,3530,23858,"2024-11-11","2024-12-09",14
73749,11457,98653,"2024-11-11","2024-12-09",14
76265,28649,34175,"2024-11-11","2024-12-09",14
90956,11647,75509,"2024-11-11","2024-12-09",14
81941,2383,69114,"2024-11-11","2024-12-09",14
89095,13105,93263,"2024-11-11","2024-12-09",14
73739,31831,85712,"2024-11-11","2024-12-09",14
63939,13370,17206,"2024-11-11","2024-12-09",14
72729,26867,87965,"2024-11-11","2024-12-09",14
75037,31573,15124,"2024-11-11","2024-12-09",14
72725,8359,20918,"2024-11-11","2024-12-09",14
61777,5196,29899,"2024-11-11","2024-12-09",14
64224,24241,75448,"2024-11-11","2024-12-09",14
88441,20576,37711,"2024-11-11","2024-12-09",14
63863,12249,26503,"2024-11-11","2024-12-09",14
87983,17761,63332,"2024-11-11","2024-12-09",14
90947,25899,18844,"2024-11-11","2024-12-09",14
73683,24017,48062,"2024-11-11","2024-12-09",14
75046,21133,34003,"2024-11-11","2024-12-09",14
64231,18526,54788,"2024-11-11","2024-12-09",14
73664,1812,96676,"2024-11-11","2024-12-09",14
87258,5005,35321,"2024-11-11","2024-12-09",14
99580,18291,23428,"2024-11-11","2024-12-09",14
76510,23697,68467,"2024-11-11","2024-12-09",14
86776,1484,60994,"2024-11-11","2024-12-09",14
96037,22720,79177,"2024-11-11","2024-12-09",14
85301,1416,83804,"2024-11-11","2024-12-09",14
76515,20127,11477,"2024-11-11","2024-12-09",14
94080,6195,47788,"2024-11-11","2024-12-09",14
75234,15520,60242,"2024-11-11","2024-12-09",14
98168,27303,63147,"2024-11-11","2024-12-09",14
73648,12637,67235,"2024-11-11","2024-12-09",14
76523,8022,23713,"2024-11-11","2024-12-09",14
64246,1522,71180,"2024-11-11","2024-12-09",14
63940,31581,45810,"2024-11-11","2024-12-09",14
96024,9080,34237,"2024-11-11","2024-12-09",14
64250,32611,85098,"2024-11-11","2024-12-09",14
60344,10259,51245,"2024-11-11","2024-12-09",14
72490,29015,36170,"2024-11-11","2024-12-09",14
76549,28708,88905,"2024-11-11","2024-12-09",14
73600,7640,9954,"2024-11-11","2024-12-09",14
62224,22590,42023,"2024-11-11","2024-12-09",14
73599,2676,44870,"2024-11-11","2024-12-09",14
88947,26993,1105,"2024-11-11","2024-12-09",14
53258,23992,23001,"2024-11-11","2024-12-09",14
96004,21963,48856,"2024-11-11","2024-12-09",14
76582,17985,29927,"2024-11-11","2024-12-09",14
61849,23258,36783,"2024-11-11","2024-12-09",14
73587,24417,7334,"2024-11-11","2024-12-09",14
76596,17281,89014,"2024-11-11","2024-12-09",14
94094,27663,56762,"2024-11-11","2024-12-09",14
75287,17470,74192,"2024-11-11","2024-12-09",14
76785,11234,6574,"2024-11-11","2024-12-09",14
97516,8465,5808,"2024-11-11","2024-12-09",14
87990,10488,36211,"2024-11-11","2024-12-09",14
98242,23260,95691,"2024-11-11","2024-12-09",14
73559,25600,50085,"2024-11-11","2024-12-09",14
76797,852,75144,"2024-11-11","2024-12-09",14
75318,25192,69625,"2024-11-11","2024-12-09",14
73544,20909,28597,"2024-11-11","2024-12-09",14
72434,4140,43534,"2024-11-11","2024-12-09",14
86145,32966,74465,"2024-11-11","2024-12-09",14
73531,2745,56753,"2024-11-11","2024-12-09",14
73522,6983,88120,"2024-11-11","2024-12-09",14
88424,6215,3517,"2024-11-11","2024-12-09",14
97799,25336,45607,"2024-11-11","2024-12-09",14
85857,3155,71738,"2024-11-11","2024-12-09",14
76878,23574,27270,"2024-11-11","2024-12-09",14
76882,11308,27178,"2024-11-11","2024-12-09",14
97924,4338,1928,"2024-11-11","2024-12-09",14
98186,322,97693,"2024-11-11","2024-12-09",14
99091,27494,1892,"2024-11-11","2024-12-09",14
72403,4199,61987,"2024-11-11","2024-12-09",14
72399,10718,60026,"2024-11-11","2024-12-09",14
83084,28497,59740,"2024-11-11","2024-12-09",14
98491,26637,40741,"2024-11-11","2024-12-09",14
73280,24540,88574,"2024-11-11","2024-12-09",14
86150,18992,16699,"2024-11-11","2024-12-09",14
75703,31664,27122,"2024-11-11","2024-12-09",14
73263,26789,14804,"2024-11-11","2024-12-09",14
75711,19089,39319,"2024-11-11","2024-12-09",14
75712,32367,32872,"2024-11-11","2024-12-09",14
77107,29955,62761,"2024-11-11","2024-12-09",14
88993,26967,94281,"2024-11-11","2024-12-09",14
73249,15315,99272,"2024-11-11","2024-12-09",14
95761,19190,32257,"2024-11-11","2024-12-09",14
71884,30712,72349,"2024-11-11","2024-12-09",14
