"cardid","readerid","expirationdate","daysleft"
30117,30117,"2025-06-15",174
24100,24100,"2025-06-15",174
26456,26456,"2025-06-15",174
169,169,"2025-06-15",174
29987,29987,"2025-06-16",175
1243,1243,"2025-06-16",175
32781,32781,"2025-06-16",175
25437,25437,"2025-06-17",176
5590,5590,"2025-06-18",177
17062,17062,"2025-06-18",177
19255,19255,"2025-06-18",177
26053,26053,"2025-06-18",177
18482,18482,"2025-06-18",177
6166,6166,"2025-06-18",177
8368,8368,"2025-06-19",178
14147,14147,"2025-06-19",178
21078,21078,"2025-06-19",178
14786,14786,"2025-06-19",178
22402,22402,"2025-06-20",179
16584,16584,"2025-06-20",179
25249,25249,"2025-06-20",179
19167,19167,"2025-06-20",179
16575,16575,"2025-06-20",179
3093,3093,"2025-06-21",180
22873,22873,"2025-06-21",180
6091,6091,"2025-06-21",180
17675,17675,"2025-06-21",180
33291,33291,"2025-06-21",180
19874,19874,"2025-06-21",180
20835,20835,"2025-06-21",180
14773,14773,"2025-06-22",181
30776,30776,"2025-06-22",181
1905,1905,"2025-06-22",181
26022,26022,"2025-06-22",181
31393,31393,"2025-06-22",181
573,573,"2025-06-23",182
10965,10965,"2025-06-23",182
25848,25848,"2025-06-23",182
25312,25312,"2025-06-23",182
10382,10382,"2025-06-23",182
24202,24202,"2025-06-23",182
19585,19585,"2025-06-23",182
31731,31731,"2025-06-23",182
8983,8983,"2025-06-24",183
23971,23971,"2025-06-24",183
23846,23846,"2025-06-24",183
30696,30696,"2025-06-24",183
26107,26107,"2025-06-24",183
22735,22735,"2025-06-24",183
18298,18298,"2025-06-25",184
26964,26964,"2025-06-25",184
23855,23855,"2025-06-25",184
10461,10461,"2025-06-26",185
16702,16702,"2025-06-26",185
27335,27335,"2025-06-26",185
28511,28511,"2025-06-26",185
4390,4390,"2025-06-26",185
20270,20270,"2025-06-26",185
29909,29909,"2025-06-26",185
33141,33141,"2025-06-26",185
8072,8072,"2025-06-26",185
20190,20190,"2025-06-27",186
9962,9962,"2025-06-27",186
24848,24848,"2025-06-27",186
10257,10257,"2025-06-28",187
29594,29594,"2025-06-28",187
24458,24458,"2025-06-28",187
17983,17983,"2025-06-28",187
14311,14311,"2025-06-28",187
3343,3343,"2025-06-29",188
13642,13642,"2025-06-29",188
24715,24715,"2025-06-29",188
21959,21959,"2025-06-30",189
1970,1970,"2025-06-30",189
201,201,"2025-06-30",189
21649,21649,"2025-06-30",189
29313,29313,"2025-06-30",189
30734,30734,"2025-07-01",190
12679,12679,"2025-07-01",190
4041,4041,"2025-07-01",190
4513,4513,"2025-07-01",190
20973,20973,"2025-07-02",191
7165,7165,"2025-07-02",191
24347,24347,"2025-07-02",191
4993,4993,"2025-07-02",191
33027,33027,"2025-07-02",191
19345,19345,"2025-07-03",192
4384,4384,"2025-07-03",192
6681,6681,"2025-07-03",192
16762,16762,"2025-07-03",192
23621,23621,"2025-07-03",192
2084,2084,"2025-07-03",192
10116,10116,"2025-07-03",192
19797,19797,"2025-07-03",192
16105,16105,"2025-07-03",192
9852,9852,"2025-07-04",193
3216,3216,"2025-07-04",193
29715,29715,"2025-07-04",193
20011,20011,"2025-07-04",193
14301,14301,"2025-07-04",193
25654,25654,"2025-07-05",194
17859,17859,"2025-07-05",194
25547,25547,"2025-07-05",194
9123,9123,"2025-07-05",194
8222,8222,"2025-07-05",194
17602,17602,"2025-07-05",194
26693,26693,"2025-07-05",194
22016,22016,"2025-07-05",194
3551,3551,"2025-07-05",194
20122,20122,"2025-07-05",194
5994,5994,"2025-07-06",195
14180,14180,"2025-07-06",195
14602,14602,"2025-07-06",195
9566,9566,"2025-07-06",195
5534,5534,"2025-07-06",195
27630,27630,"2025-07-06",195
24721,24721,"2025-07-06",195
32036,32036,"2025-07-07",196
28002,28002,"2025-07-07",196
26690,26690,"2025-07-07",196
21879,21879,"2025-07-08",197
22937,22937,"2025-07-08",197
23605,23605,"2025-07-08",197
17312,17312,"2025-07-08",197
7213,7213,"2025-07-08",197
24574,24574,"2025-07-08",197
15640,15640,"2025-07-08",197
11347,11347,"2025-07-09",198
17169,17169,"2025-07-09",198
6199,6199,"2025-07-09",198
27051,27051,"2025-07-09",198
8322,8322,"2025-07-09",198
15379,15379,"2025-07-09",198
24615,24615,"2025-07-09",198
21557,21557,"2025-07-09",198
28390,28390,"2025-07-10",199
11583,11583,"2025-07-10",199
3811,3811,"2025-07-10",199
32612,32612,"2025-07-11",200
15724,15724,"2025-07-12",201
31069,31069,"2025-07-12",201
20998,20998,"2025-07-12",201
424,424,"2025-07-12",201
24610,24610,"2025-07-13",202
23535,23535,"2025-07-13",202
12993,12993,"2025-07-13",202
21340,21340,"2025-07-13",202
19416,19416,"2025-07-13",202
12639,12639,"2025-07-13",202
10175,10175,"2025-07-13",202
6272,6272,"2025-07-14",203
24996,24996,"2025-07-14",203
31107,31107,"2025-07-14",203
15437,15437,"2025-07-15",204
23142,23142,"2025-07-15",204
22417,22417,"2025-07-15",204
9058,9058,"2025-07-16",205
20838,20838,"2025-07-16",205
2566,2566,"2025-07-16",205
10566,10566,"2025-07-16",205
32820,32820,"2025-07-16",205
21049,21049,"2025-07-17",206
22126,22126,"2025-07-17",206
31309,31309,"2025-07-17",206
24687,24687,"2025-07-17",206
17030,17030,"2025-07-17",206
13708,13708,"2025-07-17",206
11917,11917,"2025-07-18",207
9560,9560,"2025-07-18",207
13613,13613,"2025-07-18",207
14464,14464,"2025-07-19",208
22553,22553,"2025-07-19",208
12856,12856,"2025-07-19",208
30602,30602,"2025-07-19",208
17997,17997,"2025-07-19",208
5674,5674,"2025-07-20",209
3146,3146,"2025-07-20",209
7612,7612,"2025-07-20",209
26929,26929,"2025-07-20",209
30141,30141,"2025-07-20",209
1372,1372,"2025-07-20",209
25861,25861,"2025-07-20",209
3432,3432,"2025-07-20",209
8987,8987,"2025-07-21",210
20186,20186,"2025-07-21",210
20358,20358,"2025-07-21",210
12927,12927,"2025-07-21",210
12248,12248,"2025-07-21",210
29458,29458,"2025-07-21",210
14810,14810,"2025-07-22",211
14388,14388,"2025-07-22",211
27788,27788,"2025-07-23",212
27803,27803,"2025-07-23",212
31686,31686,"2025-07-23",212
17270,17270,"2025-07-23",212
18374,18374,"2025-07-23",212
8732,8732,"2025-07-23",212
10510,10510,"2025-07-24",213
29906,29906,"2025-07-24",213
20450,20450,"2025-07-24",213
13143,13143,"2025-07-24",213
14747,14747,"2025-07-24",213
27889,27889,"2025-07-24",213
33049,33049,"2025-07-24",213
7312,7312,"2025-07-25",214
3043,3043,"2025-07-25",214
11648,11648,"2025-07-25",214
13037,13037,"2025-07-25",214
17039,17039,"2025-07-25",214
12400,12400,"2025-07-25",214
8700,8700,"2025-07-26",215
17912,17912,"2025-07-26",215
13909,13909,"2025-07-26",215
23414,23414,"2025-07-26",215
14912,14912,"2025-07-27",216
21935,21935,"2025-07-27",216
2941,2941,"2025-07-27",216
28903,28903,"2025-07-27",216
16934,16934,"2025-07-27",216
4592,4592,"2025-07-27",216
7940,7940,"2025-07-28",217
17855,17855,"2025-07-28",217
15079,15079,"2025-07-28",217
28123,28123,"2025-07-28",217
23422,23422,"2025-07-28",217
30419,30419,"2025-07-29",218
14649,14649,"2025-07-30",219
10300,10300,"2025-07-30",219
28508,28508,"2025-07-30",219
29677,29677,"2025-07-31",220
29882,29882,"2025-07-31",220
15245,15245,"2025-07-31",220
25791,25791,"2025-07-31",220
21315,21315,"2025-07-31",220
21293,21293,"2025-08-01",221
25154,25154,"2025-08-01",221
6523,6523,"2025-08-01",221
18434,18434,"2025-08-01",221
1269,1269,"2025-08-01",221
17174,17174,"2025-08-01",221
25529,25529,"2025-08-02",222
13598,13598,"2025-08-02",222
10921,10921,"2025-08-02",222
3999,3999,"2025-08-03",223
21739,21739,"2025-08-03",223
6438,6438,"2025-08-03",223
8848,8848,"2025-08-03",223
18105,18105,"2025-08-03",223
13494,13494,"2025-08-04",224
15855,15855,"2025-08-04",224
24805,24805,"2025-08-04",224
28957,28957,"2025-08-04",224
12488,12488,"2025-08-04",224
13774,13774,"2025-08-05",225
16719,16719,"2025-08-05",225
29796,29796,"2025-08-05",225
1610,1610,"2025-08-05",225
30399,30399,"2025-08-06",226
7573,7573,"2025-08-06",226
29773,29773,"2025-08-06",226
29525,29525,"2025-08-06",226
30284,30284,"2025-08-06",226
11529,11529,"2025-08-06",226
13167,13167,"2025-08-06",226
30535,30535,"2025-08-07",227
26290,26290,"2025-08-07",227
19787,19787,"2025-08-07",227
2951,2951,"2025-08-07",227
30849,30849,"2025-08-08",228
33192,33192,"2025-08-08",228
27029,27029,"2025-08-08",228
21693,21693,"2025-08-09",229
28208,28208,"2025-08-10",230
25336,25336,"2025-08-10",230
13816,13816,"2025-08-10",230
26185,26185,"2025-08-10",230
32085,32085,"2025-08-10",230
26672,26672,"2025-08-11",231
21938,21938,"2025-08-11",231
4150,4150,"2025-08-11",231
32215,32215,"2025-08-12",232
31184,31184,"2025-08-12",232
10910,10910,"2025-08-12",232
3218,3218,"2025-08-13",233
15329,15329,"2025-08-13",233
14787,14787,"2025-08-13",233
12965,12965,"2025-08-13",233
252,252,"2025-08-14",234
25213,25213,"2025-08-14",234
8990,8990,"2025-08-14",234
21183,21183,"2025-08-14",234
26767,26767,"2025-08-15",235
3322,3322,"2025-08-15",235
6102,6102,"2025-08-15",235
9003,9003,"2025-08-15",235
20423,20423,"2025-08-15",235
3357,3357,"2025-08-16",236
11525,11525,"2025-08-16",236
23571,23571,"2025-08-17",237
15847,15847,"2025-08-17",237
26732,26732,"2025-08-17",237
3805,3805,"2025-08-18",238
3484,3484,"2025-08-18",238
14013,14013,"2025-08-18",238
31017,31017,"2025-08-18",238
25035,25035,"2025-08-19",239
20400,20400,"2025-08-19",239
14689,14689,"2025-08-19",239
3568,3568,"2025-08-20",240
21132,21132,"2025-08-20",240
15825,15825,"2025-08-20",240
13086,13086,"2025-08-21",241
27610,27610,"2025-08-21",241
11949,11949,"2025-08-22",242
30481,30481,"2025-08-22",242
23394,23394,"2025-08-23",243
99,99,"2025-08-23",243
5246,5246,"2025-08-23",243
17477,17477,"2025-08-23",243
15533,15533,"2025-08-24",244
16392,16392,"2025-08-25",245
9109,9109,"2025-08-25",245
28145,28145,"2025-08-25",245
28997,28997,"2025-08-25",245
15761,15761,"2025-08-25",245
1265,1265,"2025-08-25",245
24460,24460,"2025-08-25",245
16229,16229,"2025-08-25",245
7664,7664,"2025-08-26",246
31055,31055,"2025-08-26",246
27260,27260,"2025-08-26",246
3860,3860,"2025-08-26",246
10954,10954,"2025-08-26",246
25206,25206,"2025-08-26",246
20817,20817,"2025-08-27",247
24745,24745,"2025-08-27",247
20920,20920,"2025-08-27",247
13683,13683,"2025-08-28",248
23718,23718,"2025-08-28",248
10983,10983,"2025-08-29",249
30570,30570,"2025-08-29",249
12871,12871,"2025-08-29",249
11725,11725,"2025-08-29",249
32696,32696,"2025-08-29",249
19962,19962,"2025-08-30",250
17876,17876,"2025-08-30",250
21570,21570,"2025-08-30",250
30723,30723,"2025-08-30",250
31101,31101,"2025-08-31",251
5980,5980,"2025-08-31",251
21319,21319,"2025-09-01",252
12438,12438,"2025-09-01",252
803,803,"2025-09-01",252
8224,8224,"2025-09-02",253
11983,11983,"2025-09-03",254
31479,31479,"2025-09-03",254
1947,1947,"2025-09-03",254
28083,28083,"2025-09-03",254
1159,1159,"2025-09-04",255
27088,27088,"2025-09-04",255
2447,2447,"2025-09-04",255
2235,2235,"2025-09-04",255
30598,30598,"2025-09-04",255
11771,11771,"2025-09-04",255
27643,27643,"2025-09-05",256
19598,19598,"2025-09-05",256
12998,12998,"2025-09-05",256
5931,5931,"2025-09-05",256
30964,30964,"2025-09-06",257
14707,14707,"2025-09-07",258
13040,13040,"2025-09-07",258
3269,3269,"2025-09-07",258
22175,22175,"2025-09-07",258
6168,6168,"2025-09-07",258
15381,15381,"2025-09-07",258
2672,2672,"2025-09-07",258
9232,9232,"2025-09-08",259
25051,25051,"2025-09-08",259
27886,27886,"2025-09-08",259
17845,17845,"2025-09-08",259
22409,22409,"2025-09-08",259
1152,1152,"2025-09-09",260
3309,3309,"2025-09-09",260
24360,24360,"2025-09-09",260
21589,21589,"2025-09-09",260
9598,9598,"2025-09-09",260
10452,10452,"2025-09-10",261
1249,1249,"2025-09-10",261
3335,3335,"2025-09-10",261
7423,7423,"2025-09-10",261
22928,22928,"2025-09-11",262
9496,9496,"2025-09-11",262
18676,18676,"2025-09-12",263
2065,2065,"2025-09-12",263
28410,28410,"2025-09-12",263
12808,12808,"2025-09-12",263
27424,27424,"2025-09-12",263
360,360,"2025-09-12",263
7140,7140,"2025-09-13",264
25119,25119,"2025-09-13",264
4967,4967,"2025-09-13",264
30808,30808,"2025-09-14",265
908,908,"2025-09-14",265
28557,28557,"2025-09-14",265
1827,1827,"2025-09-14",265
9891,9891,"2025-09-14",265
31545,31545,"2025-09-15",266
30636,30636,"2025-09-15",266
32227,32227,"2025-09-15",266
2518,2518,"2025-09-15",266
31938,31938,"2025-09-15",266
32503,32503,"2025-09-16",267
2573,2573,"2025-09-16",267
18040,18040,"2025-09-16",267
13509,13509,"2025-09-16",267
20850,20850,"2025-09-17",268
26375,26375,"2025-09-17",268
6604,6604,"2025-09-17",268
5511,5511,"2025-09-17",268
5137,5137,"2025-09-17",268
26002,26002,"2025-09-17",268
9167,9167,"2025-09-18",269
11461,11461,"2025-09-18",269
6834,6834,"2025-09-18",269
18821,18821,"2025-09-18",269
16205,16205,"2025-09-19",270
5176,5176,"2025-09-19",270
27078,27078,"2025-09-19",270
16465,16465,"2025-09-19",270
4953,4953,"2025-09-20",271
29779,29779,"2025-09-20",271
1757,1757,"2025-09-20",271
27766,27766,"2025-09-21",272
23022,23022,"2025-09-21",272
667,667,"2025-09-21",272
32669,32669,"2025-09-21",272
12559,12559,"2025-09-21",272
27545,27545,"2025-09-21",272
7016,7016,"2025-09-22",273
22852,22852,"2025-09-22",273
3119,3119,"2025-09-22",273
11193,11193,"2025-09-22",273
20242,20242,"2025-09-22",273
18474,18474,"2025-09-23",274
533,533,"2025-09-23",274
19056,19056,"2025-09-23",274
273,273,"2025-09-24",275
1494,1494,"2025-09-24",275
29587,29587,"2025-09-24",275
8001,8001,"2025-09-24",275
17451,17451,"2025-09-25",276
9849,9849,"2025-09-25",276
32961,32961,"2025-09-25",276
25055,25055,"2025-09-25",276
12720,12720,"2025-09-25",276
2554,2554,"2025-09-25",276
24214,24214,"2025-09-26",277
13929,13929,"2025-09-26",277
25771,25771,"2025-09-26",277
16899,16899,"2025-09-26",277
22193,22193,"2025-09-26",277
28755,28755,"2025-09-26",277
31187,31187,"2025-09-27",278
12093,12093,"2025-09-27",278
15373,15373,"2025-09-27",278
11356,11356,"2025-09-27",278
24772,24772,"2025-09-27",278
32993,32993,"2025-09-28",279
26757,26757,"2025-09-28",279
29250,29250,"2025-09-28",279
29493,29493,"2025-09-28",279
16509,16509,"2025-09-28",279
5553,5553,"2025-09-29",280
4543,4543,"2025-09-29",280
12370,12370,"2025-09-29",280
29136,29136,"2025-09-30",281
12386,12386,"2025-09-30",281
457,457,"2025-09-30",281
272,272,"2025-09-30",281
3035,3035,"2025-10-01",282
13626,13626,"2025-10-01",282
9990,9990,"2025-10-01",282
17380,17380,"2025-10-01",282
30219,30219,"2025-10-02",283
23863,23863,"2025-10-02",283
23287,23287,"2025-10-02",283
26176,26176,"2025-10-03",284
8860,8860,"2025-10-03",284
8133,8133,"2025-10-03",284
21753,21753,"2025-10-03",284
26118,26118,"2025-10-03",284
26713,26713,"2025-10-03",284
5486,5486,"2025-10-04",285
11165,11165,"2025-10-04",285
12768,12768,"2025-10-04",285
11329,11329,"2025-10-04",285
8225,8225,"2025-10-04",285
6847,6847,"2025-10-05",286
25539,25539,"2025-10-05",286
13062,13062,"2025-10-05",286
17185,17185,"2025-10-05",286
25663,25663,"2025-10-05",286
12751,12751,"2025-10-06",287
14806,14806,"2025-10-06",287
28910,28910,"2025-10-06",287
27079,27079,"2025-10-07",288
17073,17073,"2025-10-07",288
12878,12878,"2025-10-07",288
12462,12462,"2025-10-07",288
21029,21029,"2025-10-08",289
7482,7482,"2025-10-08",289
25280,25280,"2025-10-08",289
23291,23291,"2025-10-08",289
18151,18151,"2025-10-08",289
24116,24116,"2025-10-08",289
15717,15717,"2025-10-08",289
4284,4284,"2025-10-08",289
29082,29082,"2025-10-08",289
27071,27071,"2025-10-09",290
31293,31293,"2025-10-09",290
12544,12544,"2025-10-09",290
16119,16119,"2025-10-10",291
4515,4515,"2025-10-10",291
15645,15645,"2025-10-10",291
1630,1630,"2025-10-10",291
13553,13553,"2025-10-10",291
17369,17369,"2025-10-10",291
20919,20919,"2025-10-10",291
3397,3397,"2025-10-10",291
15071,15071,"2025-10-11",292
32767,32767,"2025-10-11",292
18136,18136,"2025-10-12",293
11053,11053,"2025-10-12",293
15576,15576,"2025-10-12",293
32619,32619,"2025-10-12",293
2899,2899,"2025-10-12",293
20052,20052,"2025-10-13",294
2190,2190,"2025-10-13",294
27414,27414,"2025-10-13",294
9344,9344,"2025-10-13",294
29094,29094,"2025-10-13",294
14477,14477,"2025-10-13",294
2402,2402,"2025-10-13",294
20437,20437,"2025-10-14",295
20580,20580,"2025-10-15",296
20150,20150,"2025-10-15",296
8469,8469,"2025-10-15",296
8153,8153,"2025-10-15",296
15666,15666,"2025-10-15",296
18507,18507,"2025-10-16",297
29438,29438,"2025-10-16",297
29030,29030,"2025-10-16",297
4027,4027,"2025-10-16",297
13371,13371,"2025-10-16",297
905,905,"2025-10-16",297
15400,15400,"2025-10-16",297
25094,25094,"2025-10-17",298
3832,3832,"2025-10-17",298
18800,18800,"2025-10-17",298
10085,10085,"2025-10-17",298
15319,15319,"2025-10-17",298
4922,4922,"2025-10-18",299
6057,6057,"2025-10-18",299
30379,30379,"2025-10-18",299
27025,27025,"2025-10-18",299
28196,28196,"2025-10-18",299
15702,15702,"2025-10-19",300
25857,25857,"2025-10-19",300
2020,2020,"2025-10-19",300
2794,2794,"2025-10-19",300
4425,4425,"2025-10-19",300
9882,9882,"2025-10-19",300
16799,16799,"2025-10-20",301
8515,8515,"2025-10-21",302
2083,2083,"2025-10-21",302
28071,28071,"2025-10-21",302
21280,21280,"2025-10-21",302
11295,11295,"2025-10-22",303
28269,28269,"2025-10-22",303
28431,28431,"2025-10-22",303
5945,5945,"2025-10-22",303
19427,19427,"2025-10-22",303
465,465,"2025-10-23",304
20929,20929,"2025-10-23",304
25050,25050,"2025-10-23",304
13322,13322,"2025-10-24",305
27036,27036,"2025-10-24",305
29753,29753,"2025-10-24",305
18581,18581,"2025-10-24",305
4923,4923,"2025-10-24",305
16940,16940,"2025-10-24",305
9647,9647,"2025-10-25",306
858,858,"2025-10-25",306
25410,25410,"2025-10-25",306
28005,28005,"2025-10-26",307
28533,28533,"2025-10-26",307
25040,25040,"2025-10-26",307
20509,20509,"2025-10-26",307
23580,23580,"2025-10-26",307
17350,17350,"2025-10-26",307
26645,26645,"2025-10-26",307
22844,22844,"2025-10-26",307
12274,12274,"2025-10-27",308
5498,5498,"2025-10-27",308
29233,29233,"2025-10-27",308
3602,3602,"2025-10-27",308
21876,21876,"2025-10-27",308
25157,25157,"2025-10-27",308
11627,11627,"2025-10-27",308
18602,18602,"2025-10-28",309
8798,8798,"2025-10-28",309
9818,9818,"2025-10-28",309
15867,15867,"2025-10-28",309
18268,18268,"2025-10-29",310
30084,30084,"2025-10-29",310
4588,4588,"2025-10-29",310
26459,26459,"2025-10-30",311
25527,25527,"2025-10-30",311
5502,5502,"2025-10-30",311
24282,24282,"2025-10-30",311
7452,7452,"2025-10-30",311
20720,20720,"2025-10-30",311
9244,9244,"2025-10-31",312
11721,11721,"2025-10-31",312
1103,1103,"2025-10-31",312
6986,6986,"2025-10-31",312
24142,24142,"2025-10-31",312
180,180,"2025-11-02",314
6095,6095,"2025-11-02",314
6262,6262,"2025-11-02",314
30344,30344,"2025-11-02",314
5151,5151,"2025-11-03",315
10575,10575,"2025-11-03",315
23739,23739,"2025-11-03",315
25244,25244,"2025-11-03",315
6896,6896,"2025-11-03",315
20461,20461,"2025-11-03",315
3285,3285,"2025-11-03",315
13907,13907,"2025-11-03",315
14235,14235,"2025-11-03",315
1874,1874,"2025-11-03",315
21106,21106,"2025-11-03",315
11025,11025,"2025-11-04",316
27267,27267,"2025-11-04",316
29091,29091,"2025-11-04",316
12306,12306,"2025-11-04",316
11868,11868,"2025-11-04",316
20985,20985,"2025-11-04",316
6752,6752,"2025-11-05",317
19039,19039,"2025-11-05",317
6129,6129,"2025-11-05",317
5222,5222,"2025-11-05",317
25463,25463,"2025-11-05",317
32199,32199,"2025-11-06",318
17952,17952,"2025-11-06",318
18966,18966,"2025-11-06",318
8653,8653,"2025-11-06",318
31131,31131,"2025-11-07",319
20296,20296,"2025-11-07",319
19803,19803,"2025-11-07",319
9094,9094,"2025-11-07",319
9611,9611,"2025-11-07",319
12014,12014,"2025-11-08",320
4837,4837,"2025-11-08",320
21267,21267,"2025-11-08",320
17487,17487,"2025-11-08",320
26371,26371,"2025-11-08",320
27393,27393,"2025-11-08",320
6285,6285,"2025-11-08",320
242,242,"2025-11-09",321
14164,14164,"2025-11-09",321
2739,2739,"2025-11-09",321
838,838,"2025-11-10",322
21366,21366,"2025-11-12",324
8902,8902,"2025-11-12",324
29687,29687,"2025-11-12",324
27839,27839,"2025-11-12",324
15806,15806,"2025-11-12",324
1222,1222,"2025-11-12",324
16404,16404,"2025-11-13",325
27771,27771,"2025-11-13",325
20465,20465,"2025-11-13",325
19244,19244,"2025-11-13",325
9599,9599,"2025-11-14",326
30464,30464,"2025-11-14",326
22918,22918,"2025-11-14",326
12655,12655,"2025-11-14",326
29862,29862,"2025-11-14",326
28274,28274,"2025-11-14",326
31163,31163,"2025-11-15",327
21227,21227,"2025-11-15",327
23546,23546,"2025-11-15",327
29474,29474,"2025-11-15",327
4888,4888,"2025-11-15",327
20220,20220,"2025-11-15",327
19594,19594,"2025-11-15",327
29630,29630,"2025-11-15",327
23480,23480,"2025-11-16",328
23985,23985,"2025-11-16",328
18776,18776,"2025-11-16",328
3385,3385,"2025-11-16",328
2867,2867,"2025-11-16",328
9445,9445,"2025-11-16",328
31050,31050,"2025-11-16",328
24573,24573,"2025-11-17",329
3071,3071,"2025-11-17",329
30118,30118,"2025-11-18",330
21758,21758,"2025-11-18",330
10240,10240,"2025-11-18",330
25189,25189,"2025-11-19",331
31478,31478,"2025-11-19",331
4258,4258,"2025-11-19",331
6360,6360,"2025-11-19",331
3125,3125,"2025-11-19",331
12286,12286,"2025-11-19",331
8181,8181,"2025-11-19",331
12539,12539,"2025-11-19",331
31531,31531,"2025-11-19",331
3291,3291,"2025-11-20",332
31121,31121,"2025-11-20",332
30448,30448,"2025-11-20",332
8139,8139,"2025-11-20",332
25377,25377,"2025-11-20",332
29351,29351,"2025-11-20",332
24598,24598,"2025-11-21",333
30513,30513,"2025-11-21",333
25681,25681,"2025-11-21",333
27190,27190,"2025-11-22",334
4275,4275,"2025-11-22",334
16641,16641,"2025-11-22",334
15517,15517,"2025-11-22",334
21829,21829,"2025-11-22",334
31823,31823,"2025-11-23",335
26444,26444,"2025-11-23",335
7368,7368,"2025-11-23",335
11266,11266,"2025-11-23",335
6071,6071,"2025-11-24",336
17890,17890,"2025-11-24",336
12210,12210,"2025-11-24",336
31203,31203,"2025-11-24",336
31285,31285,"2025-11-25",337
7816,7816,"2025-11-25",337
29168,29168,"2025-11-25",337
31098,31098,"2025-11-25",337
20298,20298,"2025-11-25",337
30618,30618,"2025-11-26",338
22604,22604,"2025-11-26",338
22711,22711,"2025-11-26",338
8487,8487,"2025-11-26",338
19213,19213,"2025-11-26",338
9712,9712,"2025-11-27",339
18265,18265,"2025-11-27",339
1968,1968,"2025-11-27",339
18725,18725,"2025-11-27",339
10050,10050,"2025-11-28",340
20157,20157,"2025-11-28",340
17753,17753,"2025-11-28",340
8747,8747,"2025-11-28",340
11610,11610,"2025-11-28",340
30234,30234,"2025-11-28",340
27982,27982,"2025-11-28",340
25099,25099,"2025-11-28",340
8509,8509,"2025-11-28",340
1920,1920,"2025-11-28",340
15508,15508,"2025-11-29",341
16308,16308,"2025-11-29",341
23692,23692,"2025-11-29",341
13042,13042,"2025-11-29",341
22296,22296,"2025-11-30",342
21858,21858,"2025-11-30",342
10568,10568,"2025-11-30",342
2820,2820,"2025-11-30",342
786,786,"2025-11-30",342
18522,18522,"2025-11-30",342
6709,6709,"2025-11-30",342
4207,4207,"2025-12-01",343
16114,16114,"2025-12-01",343
32822,32822,"2025-12-01",343
33144,33144,"2025-12-01",343
17839,17839,"2025-12-01",343
4540,4540,"2025-12-01",343
9329,9329,"2025-12-02",344
21162,21162,"2025-12-02",344
31089,31089,"2025-12-02",344
878,878,"2025-12-02",344
10924,10924,"2025-12-02",344
7666,7666,"2025-12-02",344
27837,27837,"2025-12-02",344
32509,32509,"2025-12-02",344
12107,12107,"2025-12-03",345
32687,32687,"2025-12-03",345
4281,4281,"2025-12-03",345
9636,9636,"2025-12-03",345
1123,1123,"2025-12-03",345
29816,29816,"2025-12-03",345
2623,2623,"2025-12-03",345
17421,17421,"2025-12-03",345
551,551,"2025-12-03",345
12304,12304,"2025-12-03",345
32785,32785,"2025-12-03",345
28838,28838,"2025-12-04",346
12180,12180,"2025-12-04",346
5444,5444,"2025-12-04",346
32688,32688,"2025-12-05",347
20975,20975,"2025-12-05",347
10456,10456,"2025-12-05",347
22990,22990,"2025-12-05",347
25887,25887,"2025-12-06",348
20103,20103,"2025-12-06",348
14533,14533,"2025-12-06",348
32110,32110,"2025-12-06",348
8328,8328,"2025-12-06",348
29277,29277,"2025-12-06",348
22672,22672,"2025-12-06",348
22386,22386,"2025-12-07",349
1754,1754,"2025-12-07",349
16132,16132,"2025-12-07",349
17543,17543,"2025-12-07",349
25214,25214,"2025-12-07",349
17512,17512,"2025-12-08",350
802,802,"2025-12-08",350
17310,17310,"2025-12-08",350
8127,8127,"2025-12-08",350
21808,21808,"2025-12-09",351
30086,30086,"2025-12-09",351
16951,16951,"2025-12-10",352
5796,5796,"2025-12-10",352
14906,14906,"2025-12-10",352
14129,14129,"2025-12-10",352
18814,18814,"2025-12-10",352
8086,8086,"2025-12-10",352
4553,4553,"2025-12-10",352
12423,12423,"2025-12-10",352
20224,20224,"2025-12-10",352
9463,9463,"2025-12-11",353
8942,8942,"2025-12-11",353
6992,6992,"2025-12-11",353
5075,5075,"2025-12-12",354
25540,25540,"2025-12-12",354
30657,30657,"2025-12-13",355
14987,14987,"2025-12-13",355
21909,21909,"2025-12-14",356
27582,27582,"2025-12-14",356
32107,32107,"2025-12-14",356
28206,28206,"2025-12-15",357
2137,2137,"2025-12-15",357
8705,8705,"2025-12-15",357
22901,22901,"2025-12-15",357
603,603,"2025-12-15",357
13053,13053,"2025-12-16",358
14549,14549,"2025-12-16",358
15200,15200,"2025-12-16",358
24699,24699,"2025-12-16",358
26681,26681,"2025-12-16",358
6539,6539,"2025-12-16",358
6401,6401,"2025-12-17",359
25139,25139,"2025-12-17",359
17884,17884,"2025-12-17",359
18692,18692,"2025-12-17",359
21474,21474,"2025-12-17",359
29704,29704,"2025-12-17",359
371,371,"2025-12-17",359
23929,23929,"2025-12-18",360
1702,1702,"2025-12-18",360
1258,1258,"2025-12-18",360
11894,11894,"2025-12-18",360
20697,20697,"2025-12-19",361
31828,31828,"2025-12-19",361
14713,14713,"2025-12-19",361
7098,7098,"2025-12-19",361
5488,5488,"2025-12-19",361
5734,5734,"2025-12-19",361
13206,13206,"2025-12-19",361
20360,20360,"2025-12-20",362
3206,3206,"2025-12-20",362
32365,32365,"2025-12-20",362
