"notificationid","readerid","message","sentdate","isread","daysunseen"
19475,16374,"Your book is due in 1 week! Please return it on time.","2021-01-08",False,1445
44245,16017,"Your book is due in 1 week! Please return it on time.","2021-01-08",False,1445
31072,26164,"Your book is due in 1 week! Please return it on time.","2021-01-09",False,1444
23764,32739,"Your book is due in 1 week! Please return it on time.","2021-01-09",False,1444
41205,2519,"Your book is due in 1 week! Please return it on time.","2021-01-09",False,1444
30398,32304,"Your book is due in 1 week! Please return it on time.","2021-01-09",False,1444
16356,28026,"Your book is due in 1 week! Please return it on time.","2021-01-09",False,1444
10040,8526,"Your book is due in 1 week! Please return it on time.","2021-01-09",False,1444
3952,15809,"Your book is due in 1 week! Please return it on time.","2021-01-09",False,1444
36162,25120,"Your book is due in 1 week! Please return it on time.","2021-01-10",False,1443
14210,25915,"Your book is due in 1 week! Please return it on time.","2021-01-10",False,1443
10548,14151,"Your book is due in 1 week! Please return it on time.","2021-01-10",False,1443
3034,29727,"Your book is due in 1 week! Please return it on time.","2021-01-10",False,1443
3655,15288,"Your book is due in 1 week! Please return it on time.","2021-01-10",False,1443
39580,10362,"Your book is due in 1 week! Please return it on time.","2021-01-10",False,1443
46526,1141,"Your book is due in 1 week! Please return it on time.","2021-01-10",False,1443
21681,5737,"Your book is due in 1 week! Please return it on time.","2021-01-11",False,1442
22983,18038,"Your book is due in 1 week! Please return it on time.","2021-01-11",False,1442
1107,15501,"Your book is due in 1 week! Please return it on time.","2021-01-11",False,1442
32794,878,"Your book is due in 1 week! Please return it on time.","2021-01-11",False,1442
32247,27141,"Your book is due in 1 week! Please return it on time.","2021-01-12",False,1441
36754,26668,"Your book is due in 1 week! Please return it on time.","2021-01-12",False,1441
31214,27222,"Your book is due in 1 week! Please return it on time.","2021-01-12",False,1441
39161,15033,"Your book is due in 1 week! Please return it on time.","2021-01-12",False,1441
48377,2900,"Your book is due in 1 week! Please return it on time.","2021-01-12",False,1441
39692,3807,"Your book is due in 1 week! Please return it on time.","2021-01-12",False,1441
28018,7350,"Your book is due in 1 week! Please return it on time.","2021-01-12",False,1441
21467,1922,"Your book is due in 1 week! Please return it on time.","2021-01-12",False,1441
37121,7933,"Your book is due in 1 week! Please return it on time.","2021-01-12",False,1441
45951,32756,"Your book is due in 1 week! Please return it on time.","2021-01-13",False,1440
47346,31961,"Your book is due in 1 week! Please return it on time.","2021-01-13",False,1440
25662,31353,"Your book is due in 1 week! Please return it on time.","2021-01-13",False,1440
4177,10468,"Your book is due in 1 week! Please return it on time.","2021-01-13",False,1440
21478,29178,"Your book is due in 1 week! Please return it on time.","2021-01-13",False,1440
34652,4298,"Your book is due in 1 week! Please return it on time.","2021-01-13",False,1440
42847,3430,"Your book is due in 1 week! Please return it on time.","2021-01-13",False,1440
29653,15479,"Your book is due in 1 week! Please return it on time.","2021-01-14",False,1439
20786,11018,"Your book is due in 1 week! Please return it on time.","2021-01-15",False,1438
44478,9980,"Your book is due in 1 week! Please return it on time.","2021-01-15",False,1438
36208,20415,"Your book is due in 1 week! Please return it on time.","2021-01-15",False,1438
12612,20006,"Your book is due in 1 week! Please return it on time.","2021-01-15",False,1438
6941,30397,"Your book is due in 1 week! Please return it on time.","2021-01-15",False,1438
4144,25345,"Your book is due in 1 week! Please return it on time.","2021-01-16",False,1437
15289,20817,"Your book is due in 1 week! Please return it on time.","2021-01-17",False,1436
9741,15842,"Your book is due in 1 week! Please return it on time.","2021-01-17",False,1436
47271,14181,"Your book is due in 1 week! Please return it on time.","2021-01-17",False,1436
23753,2437,"Your book is due in 1 week! Please return it on time.","2021-01-17",False,1436
16554,5319,"Your book is due in 1 week! Please return it on time.","2021-01-18",False,1435
35871,18292,"Your book is due in 1 week! Please return it on time.","2021-01-18",False,1435
13660,983,"Your book is due in 1 week! Please return it on time.","2021-01-18",False,1435
34406,25311,"Your book is due in 1 week! Please return it on time.","2021-01-18",False,1435
17142,8135,"Your book is due in 1 week! Please return it on time.","2021-01-18",False,1435
49602,29500,"Your book is due in 1 week! Please return it on time.","2021-01-19",False,1434
43840,26843,"Your book is due in 1 week! Please return it on time.","2021-01-19",False,1434
18885,8247,"Your book is due in 1 week! Please return it on time.","2021-01-19",False,1434
24056,3740,"Your book is due in 1 week! Please return it on time.","2021-01-19",False,1434
22954,1819,"Your book is due in 1 week! Please return it on time.","2021-01-19",False,1434
45626,10448,"Your book is due in 1 week! Please return it on time.","2021-01-20",False,1433
27739,21057,"Your book is due in 1 week! Please return it on time.","2021-01-21",False,1432
8644,23976,"Your book is due in 1 week! Please return it on time.","2021-01-21",False,1432
38337,22345,"Your book is due in 1 week! Please return it on time.","2021-01-21",False,1432
14116,4766,"Your book is due in 1 week! Please return it on time.","2021-01-21",False,1432
2398,29133,"Your book is due in 1 week! Please return it on time.","2021-01-21",False,1432
20664,3932,"Your book is due in 1 week! Please return it on time.","2021-01-21",False,1432
6766,14781,"Your book is due in 1 week! Please return it on time.","2021-01-21",False,1432
43504,18724,"Your book is due in 1 week! Please return it on time.","2021-01-21",False,1432
46502,9093,"Your book is due in 1 week! Please return it on time.","2021-01-21",False,1432
25674,11179,"Your book is due in 1 week! Please return it on time.","2021-01-21",False,1432
37641,28,"Your book is due in 1 week! Please return it on time.","2021-01-22",False,1431
14054,15482,"Your book is due in 1 week! Please return it on time.","2021-01-22",False,1431
32433,19535,"Your book is due in 1 week! Please return it on time.","2021-01-22",False,1431
34005,25800,"Your book is due in 1 week! Please return it on time.","2021-01-22",False,1431
34179,29346,"Your book is due in 1 week! Please return it on time.","2021-01-22",False,1431
35701,4058,"Your book is due in 1 week! Please return it on time.","2021-01-22",False,1431
4348,12752,"Your book is due in 1 week! Please return it on time.","2021-01-22",False,1431
35996,4245,"Your book is due in 1 week! Please return it on time.","2021-01-22",False,1431
32088,30318,"Your book is due in 1 week! Please return it on time.","2021-01-22",False,1431
33078,7456,"Your book is due in 1 week! Please return it on time.","2021-01-22",False,1431
2541,7705,"Your book is due in 1 week! Please return it on time.","2021-01-24",False,1429
44806,8281,"Your book is due in 1 week! Please return it on time.","2021-01-24",False,1429
7600,15322,"Your book is due in 1 week! Please return it on time.","2021-01-24",False,1429
45025,2033,"Your book is due in 1 week! Please return it on time.","2021-01-25",False,1428
20386,18158,"Your book is due in 1 week! Please return it on time.","2021-01-25",False,1428
30546,8916,"Your book is due in 1 week! Please return it on time.","2021-01-25",False,1428
15209,30809,"Your book is due in 1 week! Please return it on time.","2021-01-26",False,1427
39393,4869,"Your book is due in 1 week! Please return it on time.","2021-01-26",False,1427
20659,23997,"Your book is due in 1 week! Please return it on time.","2021-01-26",False,1427
12823,4511,"Your book is due in 1 week! Please return it on time.","2021-01-26",False,1427
22356,19364,"Your book is due in 1 week! Please return it on time.","2021-01-26",False,1427
15902,4588,"Your book is due in 1 week! Please return it on time.","2021-01-26",False,1427
20112,16,"Your book is due in 1 week! Please return it on time.","2021-01-27",False,1426
11153,28552,"Your book is due in 1 week! Please return it on time.","2021-01-27",False,1426
19487,28807,"Your book is due in 1 week! Please return it on time.","2021-01-27",False,1426
9748,13258,"Your book is due in 1 week! Please return it on time.","2021-01-27",False,1426
30200,28618,"Your book is due in 1 week! Please return it on time.","2021-01-27",False,1426
7471,25,"Your book is due in 1 week! Please return it on time.","2021-01-27",False,1426
4414,28701,"Your book is due in 1 week! Please return it on time.","2021-01-27",False,1426
4967,17853,"Your book is due in 1 week! Please return it on time.","2021-01-28",False,1425
9401,24053,"Your book is due in 1 week! Please return it on time.","2021-01-28",False,1425
336,9507,"Your book is due in 1 week! Please return it on time.","2021-01-28",False,1425
23943,21189,"Your book is due in 1 week! Please return it on time.","2021-01-28",False,1425
45585,14945,"Your book is due in 1 week! Please return it on time.","2021-01-28",False,1425
43741,725,"Your book is due in 1 week! Please return it on time.","2021-01-28",False,1425
27875,25552,"Your book is due in 1 week! Please return it on time.","2021-01-29",False,1424
21831,19906,"Your book is due in 1 week! Please return it on time.","2021-01-29",False,1424
45108,24296,"Your book is due in 1 week! Please return it on time.","2021-01-30",False,1423
41483,29892,"Your book is due in 1 week! Please return it on time.","2021-01-30",False,1423
39397,31398,"Your book is due in 1 week! Please return it on time.","2021-01-30",False,1423
6352,19833,"Your book is due in 1 week! Please return it on time.","2021-01-30",False,1423
40036,17891,"Your book is due in 1 week! Please return it on time.","2021-01-30",False,1423
21830,24928,"Your book is due in 1 week! Please return it on time.","2021-01-30",False,1423
34172,21461,"Your book is due in 1 week! Please return it on time.","2021-01-31",False,1422
10407,20263,"Your book is due in 1 week! Please return it on time.","2021-01-31",False,1422
33861,12367,"Your book is due in 1 week! Please return it on time.","2021-01-31",False,1422
23723,7916,"Your book is due in 1 week! Please return it on time.","2021-01-31",False,1422
11616,17096,"Your book is due in 1 week! Please return it on time.","2021-02-01",False,1421
19876,12391,"Your book is due in 1 week! Please return it on time.","2021-02-01",False,1421
30018,4731,"Your book is due in 1 week! Please return it on time.","2021-02-01",False,1421
8439,4978,"Your book is due in 1 week! Please return it on time.","2021-02-01",False,1421
33730,19213,"Your book is due in 1 week! Please return it on time.","2021-02-01",False,1421
1411,30308,"Your book is due in 1 week! Please return it on time.","2021-02-02",False,1420
45540,26692,"Your book is due in 1 week! Please return it on time.","2021-02-02",False,1420
15135,8351,"Your book is due in 1 week! Please return it on time.","2021-02-02",False,1420
14442,16362,"Your book is due in 1 week! Please return it on time.","2021-02-03",False,1419
46892,3283,"Your book is due in 1 week! Please return it on time.","2021-02-03",False,1419
46267,15551,"Your book is due in 1 week! Please return it on time.","2021-02-03",False,1419
18542,31316,"Your book is due in 1 week! Please return it on time.","2021-02-03",False,1419
19979,21657,"Your book is due in 1 week! Please return it on time.","2021-02-03",False,1419
39412,18104,"Your book is due in 1 week! Please return it on time.","2021-02-04",False,1418
24333,18288,"Your book is due in 1 week! Please return it on time.","2021-02-04",False,1418
10178,14729,"Your book is due in 1 week! Please return it on time.","2021-02-04",False,1418
2489,5148,"Your book is due in 1 week! Please return it on time.","2021-02-04",False,1418
19852,25310,"Your book is due in 1 week! Please return it on time.","2021-02-04",False,1418
20685,9474,"Your book is due in 1 week! Please return it on time.","2021-02-05",False,1417
39912,352,"Your book is due in 1 week! Please return it on time.","2021-02-05",False,1417
39603,23421,"Your book is due in 1 week! Please return it on time.","2021-02-05",False,1417
33971,17701,"Your book is due in 1 week! Please return it on time.","2021-02-06",False,1416
19910,26288,"Your book is due in 1 week! Please return it on time.","2021-02-06",False,1416
48336,12272,"Your book is due in 1 week! Please return it on time.","2021-02-06",False,1416
49640,22442,"Your book is due in 1 week! Please return it on time.","2021-02-07",False,1415
35891,1173,"Your book is due in 1 week! Please return it on time.","2021-02-07",False,1415
26484,506,"Your book is due in 1 week! Please return it on time.","2021-02-07",False,1415
41336,8143,"Your book is due in 1 week! Please return it on time.","2021-02-08",False,1414
7717,30751,"Your book is due in 1 week! Please return it on time.","2021-02-08",False,1414
44115,24504,"Your book is due in 1 week! Please return it on time.","2021-02-08",False,1414
25984,14642,"Your book is due in 1 week! Please return it on time.","2021-02-08",False,1414
36491,13947,"Your book is due in 1 week! Please return it on time.","2021-02-08",False,1414
21867,26146,"Your book is due in 1 week! Please return it on time.","2021-02-09",False,1413
19488,27057,"Your book is due in 1 week! Please return it on time.","2021-02-09",False,1413
27487,2879,"Your book is due in 1 week! Please return it on time.","2021-02-09",False,1413
22178,5136,"Your book is due in 1 week! Please return it on time.","2021-02-10",False,1412
17476,17823,"Your book is due in 1 week! Please return it on time.","2021-02-10",False,1412
12118,14646,"Your book is due in 1 week! Please return it on time.","2021-02-10",False,1412
19871,19606,"Your book is due in 1 week! Please return it on time.","2021-02-10",False,1412
28357,6636,"Your book is due in 1 week! Please return it on time.","2021-02-10",False,1412
44056,11597,"Your book is due in 1 week! Please return it on time.","2021-02-11",False,1411
47491,15851,"Your book is due in 1 week! Please return it on time.","2021-02-11",False,1411
11870,11071,"Your book is due in 1 week! Please return it on time.","2021-02-11",False,1411
722,33196,"Your book is due in 1 week! Please return it on time.","2021-02-12",False,1410
31306,15058,"Your book is due in 1 week! Please return it on time.","2021-02-12",False,1410
5158,10904,"Your book is due in 1 week! Please return it on time.","2021-02-12",False,1410
4888,11704,"Your book is due in 1 week! Please return it on time.","2021-02-13",False,1409
35754,15116,"Your book is due in 1 week! Please return it on time.","2021-02-13",False,1409
24042,16948,"Your book is due in 1 week! Please return it on time.","2021-02-13",False,1409
5625,24970,"Your book is due in 1 week! Please return it on time.","2021-02-14",False,1408
17275,13545,"Your book is due in 1 week! Please return it on time.","2021-02-14",False,1408
38395,31819,"Your book is due in 1 week! Please return it on time.","2021-02-15",False,1407
20094,19033,"Your book is due in 1 week! Please return it on time.","2021-02-15",False,1407
14171,23727,"Your book is due in 1 week! Please return it on time.","2021-02-15",False,1407
31587,32017,"Your book is due in 1 week! Please return it on time.","2021-02-15",False,1407
6028,9805,"Your book is due in 1 week! Please return it on time.","2021-02-15",False,1407
4035,9882,"Your book is due in 1 week! Please return it on time.","2021-02-16",False,1406
43055,13351,"Your book is due in 1 week! Please return it on time.","2021-02-16",False,1406
26392,20410,"Your book is due in 1 week! Please return it on time.","2021-02-16",False,1406
45122,28963,"Your book is due in 1 week! Please return it on time.","2021-02-16",False,1406
24548,24254,"Your book is due in 1 week! Please return it on time.","2021-02-17",False,1405
4323,15455,"Your book is due in 1 week! Please return it on time.","2021-02-17",False,1405
14051,31117,"Your book is due in 1 week! Please return it on time.","2021-02-17",False,1405
16944,27590,"Your book is due in 1 week! Please return it on time.","2021-02-18",False,1404
46752,21997,"Your book is due in 1 week! Please return it on time.","2021-02-18",False,1404
35547,8248,"Your book is due in 1 week! Please return it on time.","2021-02-18",False,1404
33694,548,"Your book is due in 1 week! Please return it on time.","2021-02-18",False,1404
32980,7352,"Your book is due in 1 week! Please return it on time.","2021-02-18",False,1404
17675,20744,"Your book is due in 1 week! Please return it on time.","2021-02-18",False,1404
6802,21052,"Your book is due in 1 week! Please return it on time.","2021-02-19",False,1403
36372,14805,"Your book is due in 1 week! Please return it on time.","2021-02-19",False,1403
27593,6673,"Your book is due in 1 week! Please return it on time.","2021-02-19",False,1403
22504,17827,"Your book is due in 1 week! Please return it on time.","2021-02-19",False,1403
35470,32171,"Your book is due in 1 week! Please return it on time.","2021-02-20",False,1402
22166,4913,"Your book is due in 1 week! Please return it on time.","2021-02-20",False,1402
41034,3776,"Your book is due in 1 week! Please return it on time.","2021-02-20",False,1402
8608,4193,"Your book is due in 1 week! Please return it on time.","2021-02-20",False,1402
3584,19088,"Your book is due in 1 week! Please return it on time.","2021-02-20",False,1402
43963,3426,"Your book is due in 1 week! Please return it on time.","2021-02-20",False,1402
48455,9691,"Your book is due in 1 week! Please return it on time.","2021-02-20",False,1402
23281,27781,"Your book is due in 1 week! Please return it on time.","2021-02-21",False,1401
15004,33091,"Your book is due in 1 week! Please return it on time.","2021-02-21",False,1401
45044,4323,"Your book is due in 1 week! Please return it on time.","2021-02-21",False,1401
20953,7227,"Your book is due in 1 week! Please return it on time.","2021-02-21",False,1401
42251,9596,"Your book is due in 1 week! Please return it on time.","2021-02-21",False,1401
16109,10233,"Your book is due in 1 week! Please return it on time.","2021-02-22",False,1400
39344,6272,"Your book is due in 1 week! Please return it on time.","2021-02-23",False,1399
21960,5274,"Your book is due in 1 week! Please return it on time.","2021-02-23",False,1399
18910,26533,"Your book is due in 1 week! Please return it on time.","2021-02-23",False,1399
43773,25957,"Your book is due in 1 week! Please return it on time.","2021-02-23",False,1399
19761,9815,"Your book is due in 1 week! Please return it on time.","2021-02-23",False,1399
48189,4247,"Your book is due in 1 week! Please return it on time.","2021-02-23",False,1399
42982,22443,"Your book is due in 1 week! Please return it on time.","2021-02-24",False,1398
41782,8792,"Your book is due in 1 week! Please return it on time.","2021-02-24",False,1398
32941,30269,"Your book is due in 1 week! Please return it on time.","2021-02-25",False,1397
31589,27319,"Your book is due in 1 week! Please return it on time.","2021-02-25",False,1397
38547,23053,"Your book is due in 1 week! Please return it on time.","2021-02-25",False,1397
29980,13527,"Your book is due in 1 week! Please return it on time.","2021-02-26",False,1396
36760,14315,"Your book is due in 1 week! Please return it on time.","2021-02-26",False,1396
5733,2133,"Your book is due in 1 week! Please return it on time.","2021-02-26",False,1396
22183,29262,"Your book is due in 1 week! Please return it on time.","2021-02-26",False,1396
25269,5193,"Your book is due in 1 week! Please return it on time.","2021-02-26",False,1396
5789,30665,"Your book is due in 1 week! Please return it on time.","2021-02-26",False,1396
32427,9381,"Your book is due in 1 week! Please return it on time.","2021-02-27",False,1395
24518,9122,"Your book is due in 1 week! Please return it on time.","2021-02-27",False,1395
36948,8376,"Your book is due in 1 week! Please return it on time.","2021-02-27",False,1395
2610,19260,"Your book is due in 1 week! Please return it on time.","2021-02-28",False,1394
14202,17269,"Your book is due in 1 week! Please return it on time.","2021-02-28",False,1394
39115,31083,"Your book is due in 1 week! Please return it on time.","2021-02-28",False,1394
2942,10295,"Your book is due in 1 week! Please return it on time.","2021-02-28",False,1394
10730,32356,"Your book is due in 1 week! Please return it on time.","2021-02-28",False,1394
37577,3569,"Your book is due in 1 week! Please return it on time.","2021-02-28",False,1394
13306,4329,"Your book is due in 1 week! Please return it on time.","2021-02-28",False,1394
33916,13056,"Your book is due in 1 week! Please return it on time.","2021-03-01",False,1393
46406,5505,"Your book is due in 1 week! Please return it on time.","2021-03-01",False,1393
13164,13986,"Your book is due in 1 week! Please return it on time.","2021-03-01",False,1393
10054,19156,"Your book is due in 1 week! Please return it on time.","2021-03-01",False,1393
10219,3555,"Your book is due in 1 week! Please return it on time.","2021-03-02",False,1392
47736,2809,"Your book is due in 1 week! Please return it on time.","2021-03-02",False,1392
7079,3409,"Your book is due in 1 week! Please return it on time.","2021-03-02",False,1392
14481,27376,"Your book is due in 1 week! Please return it on time.","2021-03-03",False,1391
11857,3181,"Your book is due in 1 week! Please return it on time.","2021-03-03",False,1391
26070,3778,"Your book is due in 1 week! Please return it on time.","2021-03-03",False,1391
1641,31605,"Your book is due in 1 week! Please return it on time.","2021-03-03",False,1391
48109,449,"Your book is due in 1 week! Please return it on time.","2021-03-03",False,1391
31811,16094,"Your book is due in 1 week! Please return it on time.","2021-03-03",False,1391
22278,11474,"Your book is due in 1 week! Please return it on time.","2021-03-03",False,1391
28007,25243,"Your book is due in 1 week! Please return it on time.","2021-03-04",False,1390
24748,6725,"Your book is due in 1 week! Please return it on time.","2021-03-05",False,1389
7711,659,"Your book is due in 1 week! Please return it on time.","2021-03-05",False,1389
43174,13218,"Your book is due in 1 week! Please return it on time.","2021-03-05",False,1389
49787,10979,"Your book is due in 1 week! Please return it on time.","2021-03-06",False,1388
13159,8251,"Your book is due in 1 week! Please return it on time.","2021-03-06",False,1388
30974,3787,"Your book is due in 1 week! Please return it on time.","2021-03-06",False,1388
38043,3775,"Your book is due in 1 week! Please return it on time.","2021-03-06",False,1388
18368,14081,"Your book is due in 1 week! Please return it on time.","2021-03-06",False,1388
39934,26121,"Your book is due in 1 week! Please return it on time.","2021-03-07",False,1387
48992,24268,"Your book is due in 1 week! Please return it on time.","2021-03-07",False,1387
12402,9934,"Your book is due in 1 week! Please return it on time.","2021-03-07",False,1387
40235,20686,"Your book is due in 1 week! Please return it on time.","2021-03-07",False,1387
17570,23812,"Your book is due in 1 week! Please return it on time.","2021-03-08",False,1386
21414,17675,"Your book is due in 1 week! Please return it on time.","2021-03-08",False,1386
31765,29385,"Your book is due in 1 week! Please return it on time.","2021-03-08",False,1386
3014,31166,"Your book is due in 1 week! Please return it on time.","2021-03-08",False,1386
1433,14561,"Your book is due in 1 week! Please return it on time.","2021-03-08",False,1386
26564,6529,"Your book is due in 1 week! Please return it on time.","2021-03-08",False,1386
30167,31740,"Your book is due in 1 week! Please return it on time.","2021-03-08",False,1386
34501,7607,"Your book is due in 1 week! Please return it on time.","2021-03-08",False,1386
48079,27034,"Your book is due in 1 week! Please return it on time.","2021-03-08",False,1386
13580,11940,"Your book is due in 1 week! Please return it on time.","2021-03-08",False,1386
44513,2578,"Your book is due in 1 week! Please return it on time.","2021-03-09",False,1385
6583,11425,"Your book is due in 1 week! Please return it on time.","2021-03-09",False,1385
7239,1143,"Your book is due in 1 week! Please return it on time.","2021-03-09",False,1385
32824,33020,"Your book is due in 1 week! Please return it on time.","2021-03-10",False,1384
35053,5526,"Your book is due in 1 week! Please return it on time.","2021-03-10",False,1384
28293,4800,"Your book is due in 1 week! Please return it on time.","2021-03-10",False,1384
30934,15896,"Your book is due in 1 week! Please return it on time.","2021-03-10",False,1384
41615,25130,"Your book is due in 1 week! Please return it on time.","2021-03-10",False,1384
33474,18832,"Your book is due in 1 week! Please return it on time.","2021-03-10",False,1384
34088,30314,"Your book is due in 1 week! Please return it on time.","2021-03-11",False,1383
35603,20616,"Your book is due in 1 week! Please return it on time.","2021-03-11",False,1383
30699,6559,"Your book is due in 1 week! Please return it on time.","2021-03-11",False,1383
17463,31941,"Your book is due in 1 week! Please return it on time.","2021-03-11",False,1383
47359,4919,"Your book is due in 1 week! Please return it on time.","2021-03-11",False,1383
49406,19574,"Your book is due in 1 week! Please return it on time.","2021-03-12",False,1382
6658,10623,"Your book is due in 1 week! Please return it on time.","2021-03-12",False,1382
8323,32260,"Your book is due in 1 week! Please return it on time.","2021-03-12",False,1382
24911,30177,"Your book is due in 1 week! Please return it on time.","2021-03-13",False,1381
35791,2874,"Your book is due in 1 week! Please return it on time.","2021-03-13",False,1381
14818,3475,"Your book is due in 1 week! Please return it on time.","2021-03-14",False,1380
25098,32117,"Your book is due in 1 week! Please return it on time.","2021-03-14",False,1380
16371,7288,"Your book is due in 1 week! Please return it on time.","2021-03-14",False,1380
25515,30096,"Your book is due in 1 week! Please return it on time.","2021-03-14",False,1380
8445,19896,"Your book is due in 1 week! Please return it on time.","2021-03-14",False,1380
25559,3337,"Your book is due in 1 week! Please return it on time.","2021-03-14",False,1380
2421,18356,"Your book is due in 1 week! Please return it on time.","2021-03-14",False,1380
40662,2804,"Your book is due in 1 week! Please return it on time.","2021-03-15",False,1379
48160,10269,"Your book is due in 1 week! Please return it on time.","2021-03-15",False,1379
708,4455,"Your book is due in 1 week! Please return it on time.","2021-03-15",False,1379
45339,5292,"Your book is due in 1 week! Please return it on time.","2021-03-15",False,1379
20925,12988,"Your book is due in 1 week! Please return it on time.","2021-03-16",False,1378
40862,5556,"Your book is due in 1 week! Please return it on time.","2021-03-16",False,1378
21903,28350,"Your book is due in 1 week! Please return it on time.","2021-03-16",False,1378
22991,20170,"Your book is due in 1 week! Please return it on time.","2021-03-16",False,1378
1311,7440,"Your book is due in 1 week! Please return it on time.","2021-03-17",False,1377
37597,8641,"Your book is due in 1 week! Please return it on time.","2021-03-17",False,1377
2463,26805,"Your book is due in 1 week! Please return it on time.","2021-03-17",False,1377
28392,30621,"Your book is due in 1 week! Please return it on time.","2021-03-17",False,1377
27073,29964,"Your book is due in 1 week! Please return it on time.","2021-03-17",False,1377
26156,33091,"Your book is due in 1 week! Please return it on time.","2021-03-17",False,1377
1566,29912,"Your book is due in 1 week! Please return it on time.","2021-03-17",False,1377
18994,4665,"Your book is due in 1 week! Please return it on time.","2021-03-17",False,1377
33423,28936,"Your book is due in 1 week! Please return it on time.","2021-03-18",False,1376
37953,21385,"Your book is due in 1 week! Please return it on time.","2021-03-18",False,1376
44924,17819,"Your book is due in 1 week! Please return it on time.","2021-03-18",False,1376
11977,16469,"Your book is due in 1 week! Please return it on time.","2021-03-18",False,1376
7668,24324,"Your book is due in 1 week! Please return it on time.","2021-03-19",False,1375
32867,24361,"Your book is due in 1 week! Please return it on time.","2021-03-19",False,1375
3831,32562,"Your book is due in 1 week! Please return it on time.","2021-03-19",False,1375
11618,6262,"Your book is due in 1 week! Please return it on time.","2021-03-19",False,1375
37335,13675,"Your book is due in 1 week! Please return it on time.","2021-03-20",False,1374
31138,10421,"Your book is due in 1 week! Please return it on time.","2021-03-20",False,1374
46885,28454,"Your book is due in 1 week! Please return it on time.","2021-03-20",False,1374
47787,29613,"Your book is due in 1 week! Please return it on time.","2021-03-20",False,1374
5326,11221,"Your book is due in 1 week! Please return it on time.","2021-03-20",False,1374
27264,6404,"Your book is due in 1 week! Please return it on time.","2021-03-20",False,1374
7207,43,"Your book is due in 1 week! Please return it on time.","2021-03-20",False,1374
43422,24432,"Your book is due in 1 week! Please return it on time.","2021-03-20",False,1374
48501,23009,"Your book is due in 1 week! Please return it on time.","2021-03-21",False,1373
53,12430,"Your book is due in 1 week! Please return it on time.","2021-03-21",False,1373
31276,30781,"Your book is due in 1 week! Please return it on time.","2021-03-21",False,1373
22708,7695,"Your book is due in 1 week! Please return it on time.","2021-03-21",False,1373
20918,13238,"Your book is due in 1 week! Please return it on time.","2021-03-21",False,1373
27417,441,"Your book is due in 1 week! Please return it on time.","2021-03-22",False,1372
37378,22548,"Your book is due in 1 week! Please return it on time.","2021-03-22",False,1372
9759,16624,"Your book is due in 1 week! Please return it on time.","2021-03-22",False,1372
30192,23959,"Your book is due in 1 week! Please return it on time.","2021-03-22",False,1372
4882,26128,"Your book is due in 1 week! Please return it on time.","2021-03-22",False,1372
31785,29191,"Your book is due in 1 week! Please return it on time.","2021-03-23",False,1371
14503,1019,"Your book is due in 1 week! Please return it on time.","2021-03-23",False,1371
42744,25155,"Your book is due in 1 week! Please return it on time.","2021-03-23",False,1371
29347,12315,"Your book is due in 1 week! Please return it on time.","2021-03-23",False,1371
49052,11739,"Your book is due in 1 week! Please return it on time.","2021-03-23",False,1371
30745,7645,"Your book is due in 1 week! Please return it on time.","2021-03-23",False,1371
39229,7836,"Your book is due in 1 week! Please return it on time.","2021-03-24",False,1370
18199,19638,"Your book is due in 1 week! Please return it on time.","2021-03-24",False,1370
44267,12327,"Your book is due in 1 week! Please return it on time.","2021-03-24",False,1370
18012,3685,"Your book is due in 1 week! Please return it on time.","2021-03-24",False,1370
388,18594,"Your book is due in 1 week! Please return it on time.","2021-03-24",False,1370
17755,6138,"Your book is due in 1 week! Please return it on time.","2021-03-24",False,1370
25743,20199,"Your book is due in 1 week! Please return it on time.","2021-03-24",False,1370
11072,31276,"Your book is due in 1 week! Please return it on time.","2021-03-25",False,1369
43266,7622,"Your book is due in 1 week! Please return it on time.","2021-03-25",False,1369
28047,26024,"Your book is due in 1 week! Please return it on time.","2021-03-25",False,1369
26598,9557,"Your book is due in 1 week! Please return it on time.","2021-03-25",False,1369
23187,3517,"Your book is due in 1 week! Please return it on time.","2021-03-26",False,1368
31504,28860,"Your book is due in 1 week! Please return it on time.","2021-03-26",False,1368
47200,14726,"Your book is due in 1 week! Please return it on time.","2021-03-26",False,1368
18033,18458,"Your book is due in 1 week! Please return it on time.","2021-03-26",False,1368
11103,4559,"Your book is due in 1 week! Please return it on time.","2021-03-26",False,1368
10416,27468,"Your book is due in 1 week! Please return it on time.","2021-03-27",False,1367
31398,19462,"Your book is due in 1 week! Please return it on time.","2021-03-27",False,1367
34551,21122,"Your book is due in 1 week! Please return it on time.","2021-03-27",False,1367
6086,17176,"Your book is due in 1 week! Please return it on time.","2021-03-28",False,1366
47039,2160,"Your book is due in 1 week! Please return it on time.","2021-03-28",False,1366
8023,15860,"Your book is due in 1 week! Please return it on time.","2021-03-28",False,1366
69,10209,"Your book is due in 1 week! Please return it on time.","2021-03-28",False,1366
25856,6781,"Your book is due in 1 week! Please return it on time.","2021-03-28",False,1366
45128,13173,"Your book is due in 1 week! Please return it on time.","2021-03-29",False,1365
36565,1596,"Your book is due in 1 week! Please return it on time.","2021-03-29",False,1365
49420,24359,"Your book is due in 1 week! Please return it on time.","2021-03-29",False,1365
14663,16883,"Your book is due in 1 week! Please return it on time.","2021-03-30",False,1364
14746,19135,"Your book is due in 1 week! Please return it on time.","2021-03-30",False,1364
